87.0	80.0	87.0	60.0	78.0	87.0	72.0	87.0	84.0	77.0	77.0	87.0	86.0	78.0	60.0	74.0	73.0	87.0	87.0	74.0	22.0	1.0	11.0	0.0	12.0	22.0	15.0	19.0	0.0	17.0	0.0	19.0	13.0	1.0	20.0	36.0	15.0	10.0	4.0	20.0	55.0	50.0	70.0	38.0	72.0	54.0	56.0	0.0	49.0	47.0	76.0	12.0	23.0	71.0	42.0	67.0	34.0	29.0	46.0	45.0	4.0	57.0	32.0	48.0	49.0	57.0	45.0	22.0	53.0	49.0	57.0	71.0	68.0	49.0	82.0	61.0	53.0	61.0	55.0	69.0
43.0	33.0	49.0	24.0	43.0	43.0	32.0	45.0	45.0	29.0	42.0	42.0	45.0	21.0	25.0	42.0	39.0	44.0	42.0	32.0	24.0	0.0	4.0	27.0	43.0	29.0	20.0	40.0	3.0	33.0	18.0	0.0	11.0	8.0	3.0	42.0	19.0	12.0	33.0	1.0	35.0	30.0	43.0	18.0	42.0	37.0	36.0	0.0	37.0	35.0	50.0	0.0	30.0	48.0	28.0	45.0	28.0	28.0	33.0	38.0	10.0	40.0	2.0	37.0	30.0	39.0	34.0	16.0	39.0	30.0	34.0	45.0	43.0	40.0	50.0	44.0	30.0	45.0	39.0	42.0
66.0	53.0	80.0	53.0	59.0	59.0	50.0	68.0	61.0	49.0	59.0	59.0	62.0	42.0	51.0	62.0	54.0	63.0	54.0	53.0	35.0	0.0	25.0	1.0	47.0	39.0	39.0	32.0	0.0	38.0	17.0	4.0	26.0	0.0	26.0	45.0	38.0	29.0	19.0	25.0	63.0	48.0	67.0	45.0	72.0	56.0	52.0	4.0	52.0	61.0	75.0	32.0	40.0	57.0	45.0	75.0	46.0	44.0	46.0	55.0	33.0	53.0	24.0	57.0	40.0	46.0	44.0	19.0	47.0	40.0	41.0	59.0	54.0	50.0	80.0	50.0	47.0	61.0	52.0	59.0
67.0	61.0	68.0	37.0	75.0	73.0	46.0	56.0	72.0	50.0	67.0	68.0	72.0	44.0	54.0	57.0	49.0	75.0	80.0	59.0	33.0	14.0	26.0	0.0	36.0	33.0	28.0	28.0	0.0	25.0	3.0	14.0	20.0	2.0	40.0	43.0	29.0	34.0	12.0	38.0	68.0	48.0	68.0	40.0	81.0	73.0	66.0	0.0	64.0	54.0	68.0	16.0	38.0	76.0	42.0	75.0	43.0	25.0	59.0	44.0	14.0	62.0	22.0	54.0	77.0	79.0	64.0	33.0	67.0	51.0	69.0	76.0	68.0	64.0	64.0	82.0	79.0	83.0	78.0	67.0
44.0	40.0	55.0	27.0	45.0	44.0	46.0	53.0	40.0	40.0	41.0	41.0	49.0	28.0	34.0	43.0	40.0	43.0	43.0	41.0	7.0	1.0	18.0	0.0	27.0	2.0	4.0	3.0	0.0	6.0	0.0	3.0	1.0	0.0	15.0	21.0	10.0	9.0	0.0	19.0	43.0	36.0	48.0	33.0	51.0	43.0	39.0	0.0	38.0	39.0	56.0	0.0	14.0	46.0	25.0	48.0	18.0	28.0	41.0	47.0	28.0	47.0	16.0	32.0	43.0	48.0	30.0	14.0	43.0	40.0	43.0	48.0	49.0	44.0	49.0	43.0	40.0	49.0	44.0	44.0
71.0	57.0	80.0	49.0	85.0	72.0	72.0	76.0	69.0	69.0	60.0	72.0	85.0	58.0	56.0	58.0	69.0	78.0	75.0	71.0	25.0	21.0	36.0	5.0	35.0	23.0	19.0	34.0	9.0	28.0	0.0	37.0	11.0	6.0	16.0	44.0	17.0	23.0	18.0	14.0	62.0	51.0	70.0	40.0	78.0	53.0	56.0	4.0	47.0	50.0	76.0	24.0	43.0	67.0	41.0	68.0	45.0	36.0	50.0	46.0	33.0	69.0	47.0	49.0	59.0	63.0	46.0	41.0	59.0	58.0	68.0	74.0	77.0	63.0	72.0	64.0	54.0	68.0	63.0	74.0
79.0	40.0	64.0	57.0	83.0	75.0	69.0	70.0	70.0	56.0	67.0	71.0	87.0	51.0	65.0	68.0	61.0	74.0	71.0	63.0	9.0	3.0	29.0	0.0	36.0	15.0	5.0	33.0	4.0	14.0	0.0	31.0	1.0	5.0	3.0	23.0	6.0	0.0	2.0	5.0	60.0	52.0	72.0	47.0	67.0	59.0	61.0	0.0	52.0	53.0	84.0	41.0	23.0	75.0	50.0	72.0	16.0	28.0	55.0	58.0	28.0	51.0	24.0	43.0	45.0	51.0	48.0	11.0	49.0	48.0	51.0	70.0	62.0	48.0	60.0	52.0	45.0	59.0	51.0	49.0
46.0	38.0	56.0	26.0	49.0	46.0	42.0	50.0	44.0	41.0	42.0	43.0	47.0	34.0	30.0	43.0	42.0	42.0	44.0	36.0	29.0	23.0	25.0	31.0	42.0	28.0	28.0	40.0	25.0	35.0	13.0	14.0	15.0	21.0	0.0	42.0	19.0	17.0	22.0	2.0	41.0	39.0	48.0	33.0	49.0	32.0	38.0	2.0	35.0	35.0	60.0	0.0	36.0	45.0	22.0	47.0	33.0	37.0	41.0	43.0	23.0	49.0	32.0	40.0	40.0	48.0	39.0	36.0	40.0	42.0	44.0	51.0	55.0	46.0	51.0	46.0	39.0	47.0	40.0	48.0
70.0	46.0	62.0	46.0	64.0	70.0	54.0	56.0	68.0	51.0	62.0	72.0	71.0	48.0	50.0	53.0	50.0	78.0	71.0	49.0	35.0	8.0	15.0	3.0	36.0	41.0	35.0	35.0	2.0	31.0	0.0	27.0	28.0	0.0	34.0	41.0	33.0	17.0	19.0	30.0	56.0	51.0	65.0	27.0	68.0	57.0	61.0	1.0	57.0	55.0	70.0	18.0	28.0	68.0	48.0	63.0	37.0	31.0	56.0	41.0	17.0	61.0	17.0	39.0	51.0	54.0	48.0	19.0	50.0	46.0	60.0	60.0	58.0	58.0	65.0	50.0	45.0	57.0	52.0	52.0
63.0	44.0	59.0	42.0	64.0	64.0	49.0	52.0	55.0	44.0	62.0	62.0	66.0	50.0	51.0	53.0	45.0	64.0	62.0	49.0	27.0	0.0	16.0	0.0	32.0	29.0	28.0	19.0	0.0	31.0	0.0	21.0	24.0	0.0	38.0	42.0	34.0	30.0	0.0	28.0	50.0	44.0	55.0	43.0	70.0	45.0	52.0	0.0	46.0	50.0	66.0	9.0	34.0	58.0	36.0	62.0	43.0	25.0	47.0	45.0	14.0	59.0	29.0	41.0	60.0	64.0	50.0	40.0	59.0	60.0	65.0	69.0	70.0	54.0	56.0	66.0	64.0	72.0	67.0	60.0
