37.0	17.0	39.0	8.0	34.0	37.0	22.0	36.0	36.0	16.0	28.0	33.0	36.0	8.0	7.0	28.0	19.0	35.0	34.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	25.0	14.0	37.0	0.0	34.0	21.0	17.0	0.0	20.0	15.0	43.0	0.0	0.0	33.0	8.0	34.0	1.0	0.0	15.0	14.0	0.0	21.0	0.0	0.0	16.0	23.0	11.0	1.0	17.0	0.0	16.0	35.0	24.0	13.0	37.0	25.0	9.0	30.0	17.0	26.0
37.0	24.0	40.0	7.0	34.0	36.0	23.0	39.0	34.0	19.0	26.0	29.0	33.0	12.0	9.0	32.0	25.0	37.0	34.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	24.0	9.0	37.0	3.0	34.0	24.0	19.0	0.0	26.0	15.0	43.0	1.0	0.0	36.0	4.0	32.0	0.0	0.0	13.0	14.0	0.0	25.0	0.0	2.0	16.0	26.0	7.0	0.0	19.0	2.0	18.0	30.0	29.0	12.0	38.0	22.0	11.0	26.0	13.0	25.0
38.0	19.0	41.0	8.0	33.0	37.0	23.0	37.0	34.0	13.0	28.0	30.0	36.0	10.0	9.0	28.0	20.0	37.0	35.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	24.0	8.0	39.0	2.0	31.0	21.0	19.0	1.0	22.0	18.0	40.0	0.0	0.0	36.0	5.0	35.0	0.0	2.0	18.0	16.0	0.0	27.0	0.0	10.0	19.0	25.0	12.0	0.0	17.0	1.0	22.0	31.0	29.0	13.0	39.0	22.0	15.0	30.0	20.0	24.0
37.0	18.0	42.0	11.0	28.0	34.0	26.0	40.0	33.0	21.0	27.0	30.0	33.0	8.0	3.0	30.0	22.0	35.0	32.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	23.0	17.0	35.0	0.0	35.0	20.0	16.0	0.0	20.0	19.0	40.0	0.0	0.0	37.0	1.0	35.0	0.0	1.0	11.0	15.0	0.0	24.0	0.0	1.0	17.0	23.0	14.0	0.0	18.0	4.0	18.0	32.0	27.0	11.0	37.0	26.0	13.0	26.0	22.0	28.0
35.0	19.0	41.0	12.0	34.0	37.0	18.0	37.0	34.0	19.0	28.0	33.0	35.0	7.0	10.0	31.0	25.0	36.0	34.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	11.0	37.0	0.0	33.0	19.0	19.0	0.0	21.0	19.0	40.0	0.0	0.0	35.0	4.0	35.0	0.0	0.0	19.0	12.0	0.0	25.0	0.0	3.0	17.0	23.0	16.0	0.0	19.0	2.0	23.0	35.0	25.0	15.0	38.0	24.0	9.0	28.0	16.0	29.0
37.0	21.0	41.0	8.0	32.0	37.0	26.0	38.0	32.0	17.0	24.0	32.0	37.0	17.0	5.0	31.0	26.0	37.0	33.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	12.0	35.0	2.0	32.0	17.0	16.0	0.0	22.0	19.0	39.0	0.0	0.0	35.0	3.0	34.0	0.0	1.0	10.0	12.0	0.0	25.0	0.0	3.0	13.0	23.0	3.0	0.0	18.0	5.0	21.0	29.0	27.0	19.0	39.0	21.0	16.0	25.0	15.0	28.0
39.0	23.0	41.0	8.0	33.0	36.0	25.0	36.0	34.0	21.0	29.0	30.0	38.0	15.0	3.0	29.0	19.0	38.0	35.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	24.0	12.0	34.0	1.0	35.0	22.0	15.0	0.0	18.0	18.0	40.0	0.0	0.0	36.0	1.0	34.0	0.0	0.0	19.0	17.0	0.0	23.0	0.0	5.0	14.0	24.0	10.0	0.0	22.0	6.0	19.0	31.0	28.0	12.0	37.0	23.0	12.0	25.0	16.0	26.0
38.0	19.0	40.0	12.0	32.0	35.0	29.0	34.0	30.0	19.0	25.0	32.0	39.0	8.0	14.0	31.0	22.0	36.0	33.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	20.0	8.0	34.0	1.0	35.0	19.0	15.0	0.0	20.0	18.0	41.0	0.0	0.0	36.0	8.0	35.0	1.0	0.0	17.0	13.0	0.0	21.0	0.0	7.0	18.0	25.0	11.0	0.0	20.0	4.0	21.0	32.0	26.0	14.0	37.0	26.0	10.0	26.0	21.0	26.0
35.0	23.0	43.0	10.0	32.0	34.0	22.0	34.0	36.0	17.0	27.0	29.0	36.0	13.0	9.0	28.0	21.0	37.0	33.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	14.0	36.0	1.0	35.0	23.0	17.0	0.0	22.0	17.0	39.0	0.0	0.0	34.0	2.0	34.0	0.0	0.0	18.0	6.0	0.0	23.0	0.0	4.0	17.0	25.0	7.0	0.0	20.0	0.0	14.0	31.0	26.0	13.0	41.0	16.0	13.0	29.0	18.0	26.0
41.0	8.0	43.0	0.0	34.0	41.0	23.0	36.0	37.0	12.0	28.0	28.0	40.0	0.0	0.0	27.0	22.0	41.0	35.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	31.0	0.0	35.0	12.0	14.0	0.0	19.0	0.0	43.0	0.0	0.0	32.0	0.0	35.0	0.0	0.0	1.0	0.0	0.0	16.0	0.0	0.0	1.0	19.0	0.0	0.0	16.0	0.0	15.0	31.0	25.0	3.0	42.0	15.0	0.0	25.0	13.0	24.0
