87.0	87.0	87.0	88.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	88.0	87.0	87.0	87.0	87.0	87.0	87.0	63.0	46.0	58.0	40.0	68.0	63.0	59.0	59.0	40.0	62.0	41.0	54.0	54.0	39.0	64.0	75.0	60.0	61.0	45.0	63.0	88.0	87.0	87.0	77.0	87.0	87.0	87.0	49.0	87.0	87.0	87.0	55.0	62.0	87.0	85.0	87.0	72.0	73.0	87.0	87.0	61.0	87.0	59.0	86.0	87.0	87.0	87.0	59.0	87.0	85.0	87.0	87.0	87.0	87.0	87.0	87.0	88.0	87.0	87.0	87.0
86.0	68.0	87.0	61.0	79.0	83.0	68.0	84.0	81.0	64.0	77.0	79.0	85.0	59.0	58.0	75.0	71.0	84.0	84.0	69.0	40.0	14.0	31.0	7.0	42.0	40.0	39.0	32.0	2.0	37.0	6.0	32.0	24.0	0.0	38.0	45.0	37.0	36.0	17.0	39.0	71.0	60.0	81.0	48.0	83.0	69.0	69.0	24.0	67.0	60.0	87.0	32.0	36.0	82.0	52.0	83.0	44.0	45.0	63.0	60.0	38.0	70.0	34.0	55.0	62.0	72.0	63.0	32.0	65.0	52.0	65.0	73.0	70.0	65.0	86.0	66.0	62.0	70.0	64.0	71.0
88.0	74.0	87.0	66.0	84.0	87.0	73.0	87.0	86.0	69.0	82.0	85.0	88.0	63.0	63.0	82.0	77.0	87.0	87.0	75.0	43.0	18.0	34.0	16.0	44.0	43.0	42.0	35.0	9.0	41.0	14.0	32.0	33.0	7.0	43.0	47.0	42.0	41.0	26.0	44.0	72.0	65.0	86.0	51.0	87.0	75.0	73.0	25.0	73.0	66.0	87.0	40.0	40.0	87.0	57.0	87.0	48.0	47.0	69.0	67.0	42.0	75.0	41.0	61.0	67.0	76.0	66.0	37.0	71.0	57.0	70.0	78.0	74.0	71.0	87.0	72.0	66.0	77.0	69.0	75.0
87.0	87.0	87.0	88.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	88.0	87.0	87.0	87.0	87.0	87.0	87.0	69.0	51.0	62.0	44.0	72.0	67.0	65.0	61.0	43.0	65.0	43.0	57.0	59.0	42.0	69.0	81.0	62.0	65.0	49.0	66.0	88.0	87.0	87.0	82.0	87.0	87.0	87.0	51.0	87.0	87.0	87.0	58.0	66.0	87.0	88.0	87.0	77.0	78.0	87.0	87.0	66.0	87.0	63.0	87.0	87.0	87.0	87.0	63.0	87.0	88.0	87.0	87.0	87.0	87.0	87.0	87.0	88.0	87.0	87.0	87.0
88.0	75.0	87.0	65.0	86.0	87.0	75.0	88.0	85.0	71.0	82.0	85.0	88.0	66.0	64.0	83.0	79.0	87.0	87.0	76.0	44.0	24.0	38.0	9.0	43.0	43.0	40.0	34.0	10.0	40.0	15.0	34.0	35.0	5.0	43.0	49.0	38.0	38.0	23.0	44.0	75.0	65.0	87.0	52.0	87.0	75.0	75.0	25.0	74.0	67.0	87.0	36.0	41.0	88.0	57.0	87.0	47.0	47.0	71.0	66.0	39.0	75.0	41.0	61.0	71.0	76.0	66.0	39.0	70.0	56.0	70.0	79.0	74.0	71.0	87.0	73.0	67.0	78.0	68.0	78.0
88.0	78.0	87.0	66.0	87.0	87.0	74.0	88.0	86.0	72.0	83.0	86.0	88.0	65.0	63.0	85.0	80.0	87.0	87.0	77.0	42.0	22.0	36.0	14.0	43.0	45.0	42.0	36.0	8.0	41.0	13.0	35.0	36.0	9.0	44.0	49.0	40.0	42.0	23.0	44.0	76.0	66.0	88.0	53.0	88.0	74.0	76.0	28.0	75.0	68.0	87.0	38.0	41.0	88.0	58.0	88.0	48.0	47.0	69.0	68.0	42.0	77.0	41.0	63.0	70.0	76.0	67.0	39.0	71.0	59.0	72.0	81.0	76.0	71.0	87.0	74.0	67.0	80.0	71.0	79.0
87.0	87.0	87.0	78.0	87.0	87.0	88.0	87.0	87.0	83.0	87.0	87.0	87.0	77.0	78.0	87.0	88.0	87.0	87.0	87.0	51.0	34.0	45.0	25.0	52.0	50.0	48.0	44.0	25.0	48.0	29.0	44.0	43.0	24.0	51.0	60.0	46.0	49.0	36.0	52.0	85.0	79.0	87.0	63.0	87.0	86.0	87.0	37.0	87.0	82.0	87.0	44.0	49.0	87.0	69.0	87.0	58.0	58.0	81.0	79.0	47.0	87.0	47.0	74.0	82.0	87.0	77.0	46.0	82.0	70.0	84.0	87.0	86.0	83.0	87.0	86.0	78.0	86.0	85.0	88.0
87.0	87.0	87.0	81.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	87.0	83.0	81.0	87.0	88.0	87.0	87.0	87.0	55.0	35.0	50.0	35.0	57.0	54.0	52.0	50.0	34.0	53.0	33.0	46.0	47.0	29.0	56.0	65.0	51.0	50.0	35.0	54.0	88.0	84.0	87.0	69.0	87.0	87.0	87.0	41.0	87.0	86.0	87.0	46.0	53.0	87.0	75.0	87.0	61.0	64.0	87.0	86.0	52.0	88.0	52.0	79.0	87.0	87.0	81.0	51.0	86.0	75.0	86.0	87.0	87.0	85.0	87.0	88.0	83.0	87.0	88.0	87.0
87.0	87.0	87.0	83.0	87.0	87.0	87.0	87.0	87.0	86.0	87.0	87.0	87.0	81.0	81.0	87.0	88.0	87.0	87.0	87.0	54.0	36.0	48.0	33.0	54.0	54.0	51.0	51.0	34.0	52.0	33.0	46.0	45.0	30.0	54.0	63.0	49.0	51.0	38.0	54.0	86.0	82.0	87.0	67.0	87.0	87.0	87.0	41.0	88.0	86.0	87.0	46.0	51.0	87.0	74.0	87.0	60.0	63.0	85.0	84.0	52.0	87.0	50.0	78.0	87.0	87.0	79.0	51.0	85.0	75.0	86.0	87.0	87.0	84.0	87.0	88.0	82.0	87.0	88.0	87.0
87.0	86.0	87.0	73.0	88.0	87.0	83.0	88.0	88.0	79.0	88.0	87.0	88.0	74.0	71.0	88.0	86.0	87.0	87.0	85.0	46.0	26.0	44.0	22.0	47.0	45.0	44.0	42.0	22.0	45.0	23.0	42.0	44.0	18.0	48.0	54.0	44.0	44.0	28.0	47.0	83.0	74.0	88.0	58.0	88.0	83.0	85.0	33.0	82.0	76.0	87.0	42.0	45.0	87.0	66.0	87.0	51.0	50.0	79.0	75.0	45.0	84.0	44.0	69.0	78.0	84.0	72.0	44.0	79.0	66.0	79.0	87.0	83.0	78.0	87.0	83.0	75.0	86.0	81.0	86.0
